"","b_asc_smlr","b_City_Midwest_smlr","b_City_South_smlr","b_City_Northeast_smlr","b_Age_GenZ_smlr","b_Age_Millenials_smlr","b_Age_Older_smlr","b_Inc_Mid_smlr","b_Inc_High_smlr","b_Hel_smlr","b_Rem_smlr","b_Vdc_smlr","b_Edc_MoreBachelor_smlr","b_Gen_NonMale_smlr","b_Chl_Yes_smlr","b_Ngh_NonUrban_smlr","b_Rac_Other_smlr","b_asc_grtr","b_City_Midwest_grtr","b_City_South_grtr","b_City_Northeast_grtr","b_Age_GenZ_grtr","b_Age_Millenials_grtr","b_Age_Older_grtr","b_Inc_Mid_grtr","b_Inc_High_grtr","b_Hel_grtr","b_Rem_grtr","b_Vdc_grtr","b_Edc_MoreBachelor_grtr","b_Gen_NonMale_grtr","b_Chl_Yes_grtr","b_Ngh_NonUrban_grtr","b_Rac_Other_grtr"
"b_asc_smlr",0.0743092806211458,-0.0106506226461149,-0.00838276746533608,-0.00821318328750614,-0.0186661305701438,-0.0127330478525039,-0.0132773248109964,-0.0207523960931126,-0.0235359014923719,-0.00601474490059004,-0.0112589329238341,-0.000663490812796875,-0.0108758986367231,-0.00725035128538685,-0.00611370343350087,-0.0112620147243705,-0.00932456660989545,0.0399267796832536,-0.00449581179300418,-0.00386249459752714,-0.00455673952810554,-0.0116967684261673,-0.00711804740746743,-0.00714647509284832,-0.0121115649955759,-0.0134461642813586,-0.00197986734590772,-0.00686481684518684,-9.34149482356438e-05,-0.0061765989193895,-0.00394602050917277,-0.0039629667555529,-0.00699954238628756,-0.00542968465699595
"b_City_Midwest_smlr",-0.0106506226461149,0.0302245150358254,0.00856703050965563,0.00834504730837237,-0.00118495097364721,-0.000818374866148826,0.000286516753098895,0.00222099358561038,0.00306454995608207,0.000524796043421554,0.00125899668182356,-0.00023878967454458,-0.000946282151471851,0.000776961112811984,0.000164378882107868,-0.00115731969014101,0.000292879369913251,-0.00460265316214808,0.0153547068542585,0.00433618925515362,0.00418999767284827,-0.000355630565870091,-0.000600293083882751,-5.17591443307747e-06,0.00123167883085746,0.00197604481040837,-9.04682012563133e-05,0.000910523779489402,-0.000191090682580006,-0.00119673043251992,0.000458249037775047,0.000211505964751449,-0.00104817780212677,0.000796385634389855
"b_City_South_smlr",-0.00838276746533613,0.00856703050965563,0.0239863868692201,0.0082904687589182,0.000723278753216839,-0.000285799112764202,0.0003768330357797,0.00148242771758645,0.00136157908222002,0.000161150352607468,0.000734011776023707,0.000167881109522347,-0.000982015470061156,-0.000541282157449548,0.000497281030539715,-0.00127010932312716,-0.000994607637246477,-0.00384268567075536,0.00433317144043165,0.0140711704865325,0.00414836947302959,0.0013671042266741,-0.00105657420814642,0.000269602482774679,0.000707741589071211,0.000135009058541523,5.54253166001788e-05,0.000581083137219498,7.81906451831095e-05,-0.000574073683775697,-0.000580626465117815,0.00114179353515607,-0.000901102518969715,-0.000743167549291619
"b_City_Northeast_smlr",-0.00821318328750619,0.00834504730837237,0.00829046875891819,0.0243208116958391,-0.00106109490462103,-0.000172868801187443,-0.000969870859718023,0.00120365860325102,0.00161671068173457,-0.000412007824650634,0.00110131026065131,-9.33838810647481e-05,-0.00195241559062999,0.000318023694416902,-0.000717150366075218,0.00143312378696479,-0.00078108143085635,-0.00480301497654096,0.0041503794066996,0.00411076123941831,0.0133788939851062,0.00043081869598202,0.000301217238489496,0.000419962548026493,0.000887072860754921,0.00100055190616601,-0.000183499453135176,0.000471065512471639,-0.000196961317843864,-0.00150207471334523,-0.00018239449640049,0.000750397569334131,0.000954690489801182,-0.000409668326922965
"b_Age_GenZ_smlr",-0.0186661305701439,-0.00118495097364721,0.000723278753216835,-0.00106109490462103,0.0539546556351818,0.0113972126941971,0.0114023825534094,0.00294943100298984,0.00456811906526379,0.000424793009561913,-0.00083002761384114,0.000446746901930396,0.00845291181412752,-0.00252096802756824,0.00208533775273048,-0.00173506647091978,-0.00377418040870424,-0.0123064658224251,-0.000182671846768974,0.00153569321571675,0.000466829208553453,0.0290043603348956,0.00630485059688679,0.00590442920177693,0.00192294003035833,0.00313562454633073,0.000553712377692105,-4.12915162465782e-05,0.000407380944117293,0.00533604499543303,-0.0016939460680327,0.00028113936696245,-0.000925201181533038,-0.000924953192634478
"b_Age_Millenials_smlr",-0.0127330478525039,-0.000818374866148835,-0.000285799112764209,-0.000172868801187453,0.0113972126941971,0.0191118112707496,0.0102404886154336,0.000650532044409612,0.00221493940193282,0.000198456170203194,-0.000464372650312899,-0.000165244786817086,0.000200573033085325,-0.000510307787992734,0.00144687452559101,0.00152529785936605,-0.000491059413661056,-0.00736994363927575,-0.000573041034821395,-0.00090952168229359,0.000342530845760362,0.00635756572751281,0.0104558329366964,0.00557997336263873,-0.000230320205938688,0.000332449482213397,0.000267741495862182,-0.000133716542195858,-4.05315486441558e-05,0.000803001936597445,-0.000398854191511896,0.000703587943764406,0.00145145327540617,-0.000159450882618214
"b_Age_Older_smlr",-0.0132773248109963,0.000286516753098884,0.00037683303577969,-0.000969870859718036,0.0114023825534093,0.0102404886154337,0.0326928917432903,0.000710517958417791,0.000476550788742418,-0.000406556200364622,0.000348977864572603,0.000299891594813433,0.000378589750046771,-1.25349449306895e-05,0.00610961264562568,-0.00169045735341036,0.00153407679483205,-0.00716297965986207,7.85700246202072e-05,0.000296300514573355,0.000309705114585531,0.00598355035486503,0.00557507981138282,0.0181001646743276,-0.000195128550268911,-0.000111078800011791,-0.000227787079861832,-1.85784158677657e-05,8.13933351855024e-05,5.11994104010357e-05,-8.79381248687298e-05,0.0034617590954257,-0.000568463569487502,0.00145195517490017
"b_Inc_Mid_smlr",-0.0207523960931127,0.00222099358561037,0.00148242771758645,0.00120365860325101,0.00294943100298986,0.000650532044409631,0.000710517958417827,0.0342818551278913,0.0253588071829391,-0.000460609744141771,0.000403660905710325,-0.000472118174286591,-0.00599647132586278,0.00083498700878277,-0.00216989894893248,0.000431787201262026,0.00198924502317706,-0.012077250406578,0.00115628383283042,0.000683904615458795,0.000865268994029884,0.00193954055243049,-8.15684904499008e-05,-0.000195020875036624,0.0193341124302434,0.0148644462700803,-0.000206224463860335,5.13470885644559e-05,-0.000368043426335132,-0.00317061304487356,0.000238364802571286,-0.0014168577684244,0.000498013323954738,0.00146798501278603
"b_Inc_High_smlr",-0.0235359014923719,0.00306454995608205,0.00136157908222,0.00161671068173454,0.00456811906526378,0.00221493940193283,0.000476550788742432,0.0253588071829391,0.0355589528414633,-0.000206481157486577,0.00272371369827231,-0.000645726812498556,-0.00946312734441967,0.00128709965415745,-0.00212345640388289,-0.000352829609280737,0.00447786490138081,-0.0132177580107725,0.00184497555978824,0.000151555798316945,0.000929075988642332,0.00309529044382844,0.000429775504082392,-9.46956477809743e-05,0.0149617865093362,0.0209294002295895,-0.000234510119406826,0.00140984063673891,-0.000372233355135686,-0.00556905643019398,0.000605814289434683,-0.00126438383867944,-0.000264076231636825,0.00305323518927069
"b_Hel_smlr",-0.0060147449005901,0.000524796043421561,0.000161150352607479,-0.000412007824650629,0.000424793009561932,0.000198456170203208,-0.000406556200364603,-0.000460609744141772,-0.000206481157486559,0.0046670048223394,0.000577743513102491,-0.000364913254281464,-7.69475009194113e-05,-0.000754936532855579,-0.000440096846697168,0.000639235873705755,0.000389933300468969,-0.00184948982268593,-0.000135423687794215,8.18809371174093e-05,-0.000222105424211683,0.000318333139010833,0.00015653935501206,-0.000232138220711879,-0.00020237648237471,-0.000179501611029552,0.00176179931702843,0.000437973940673907,-0.000209202705908308,-9.356568843941e-05,-0.000314464036627488,-3.94007436203711e-05,0.000302482949484552,-0.000332603489375997
"b_Rem_smlr",-0.0112589329238342,0.00125899668182355,0.000734011776023708,0.00110131026065131,-0.000830027613841117,-0.000464372650312886,0.000348977864572624,0.000403660905710309,0.00272371369827231,0.000577743513102485,0.0149966765927365,0.000312291186555651,0.00139454516999883,0.00164215988733135,-0.00206209699069697,0.000802879007039808,-1.24295421587756e-05,-0.00702990214764482,0.000907468596159017,0.000727602178758418,0.000532543676570753,5.30043093911109e-05,-9.88963734596467e-05,-6.93144694271608e-05,-7.86079202090506e-05,0.00129569939556509,0.000542277085558299,0.0082349709918039,0.000140878743188558,0.000485834736851066,0.00117813077565269,-0.00073235296621567,0.000969542953359113,-8.22306438153894e-05
"b_Vdc_smlr",-0.000663490812796862,-0.000238789674544581,0.000167881109522347,-9.33838810647479e-05,0.000446746901930399,-0.000165244786817084,0.000299891594813434,-0.000472118174286589,-0.000645726812498554,-0.000364913254281466,0.000312291186555652,0.00281607750186697,-0.00034863392847708,0.000211848283335366,-0.000805395988471327,0.000263519822493326,-5.21586345726145e-05,-7.95081569758888e-05,-0.000187632994491861,0.000102715630307368,-0.000192017313815717,0.000385503735116403,-5.46322473681502e-05,3.34984693868821e-05,-0.000375273117213162,-0.000394933647830732,-0.000205260737531651,0.000115970197778454,0.00142398950777111,-0.000229114321304409,8.60920911683999e-05,-0.000442960858869232,8.12018459944771e-05,6.85569636105136e-05
"b_Edc_MoreBachelor_smlr",-0.0108758986367231,-0.00094628215147187,-0.000982015470061178,-0.00195241559063001,0.00845291181412746,0.000200573033085324,0.000378589750046767,-0.00599647132586276,-0.00946312734441962,-7.69475009194431e-05,0.0013945451699988,-0.000348633928477077,0.0228666115062075,-0.000314103767824309,-7.97767049310756e-05,0.000669517240195556,0.000796614488197767,-0.00638884194263219,-0.00104239330065331,-0.000374353394401643,-0.00144698418452657,0.00520875265398461,0.000666300321633281,-8.79909905961275e-05,-0.00324801960814602,-0.00548070166284394,6.57139198618542e-05,0.000415363509078047,-0.000221569881296939,0.0128346952158056,8.707249276467e-06,-0.000212111192044827,0.00086446673412346,0.000613902063904309
"b_Gen_NonMale_smlr",-0.00725035128538696,0.000776961112811985,-0.000541282157449546,0.000318023694416899,-0.00252096802756824,-0.000510307787992726,-1.2534944930678e-05,0.000834987008782773,0.00128709965415746,-0.000754936532855581,0.00164215988733136,0.000211848283335366,-0.000314103767824284,0.0143346390838413,0.00141061929396483,-0.0010132408001347,-0.000831513266399919,-0.00372349672847154,0.000383334259217417,-0.000752975460961341,-0.000276185782089602,-0.00168682404646923,-0.000411033316884419,-7.64108904662807e-05,0.000351305433624698,0.000690062127647455,-0.000459279073412319,0.00125703817899093,6.31280520958559e-05,1.98841057024225e-06,0.00803295465853066,0.0006116377659904,-0.00066539373054611,-0.000444577290388688
